Comunidades y Ciudades Autónomas de destino	País de residencia	Periodo	Total
Galicia	Polonia	2020T3	0,51
Galicia	Polonia	2020T2	.
Galicia	Polonia	2020T1	0,63
Galicia	Polonia	2019T4	0,56
Galicia	Polonia	2019T3	0,61
Galicia	Polonia	2019T2	0,56
Galicia	Polonia	2019T1	0,65
Galicia	Polonia	2018T4	0,52
Galicia	Polonia	2018T3	0,48
Galicia	Polonia	2018T2	0,53
Galicia	Polonia	2018T1	0,56
Galicia	Portugal	2022T1	34,19
Galicia	Portugal	2021T4	29,30
Galicia	Portugal	2021T3	22,00
Galicia	Portugal	2021T2	31,23
Galicia	Portugal	2021T1	21,13
Galicia	Portugal	2020T4	28,73
Galicia	Portugal	2020T3	26,20
Galicia	Portugal	2020T2	.
Galicia	Portugal	2020T1	31,04
Galicia	Portugal	2019T4	25,57
Galicia	Portugal	2019T3	20,08
Galicia	Portugal	2019T2	22,78
Galicia	Portugal	2019T1	31,23
Galicia	Portugal	2018T4	25,44
Galicia	Portugal	2018T3	19,30
Galicia	Portugal	2018T2	20,25
Galicia	Portugal	2018T1	28,47
Galicia	Reino Unido	2022T1	6,89
Galicia	Reino Unido	2021T4	7,44
Galicia	Reino Unido	2021T3	6,69
Galicia	Reino Unido	2021T2	5,89
Galicia	Reino Unido	2021T1	9,46
Galicia	Reino Unido	2020T4	9,26
Galicia	Reino Unido	2020T3	9,21
Galicia	Reino Unido	2020T2	.
Galicia	Reino Unido	2020T1	8,13
Galicia	Reino Unido	2019T4	8,51
Galicia	Reino Unido	2019T3	7,90
Galicia	Reino Unido	2019T2	8,47
Galicia	Reino Unido	2019T1	8,69
Galicia	Reino Unido	2018T4	9,72
Galicia	Reino Unido	2018T3	9,32
Galicia	Reino Unido	2018T2	9,70
Galicia	Reino Unido	2018T1	9,27
Galicia	Rumanía	2022T1	0,49
Galicia	Rumanía	2021T4	0,42
Galicia	Rumanía	2021T3	0,29
Galicia	Rumanía	2021T2	0,58
Galicia	Rumanía	2021T1	0,90
Galicia	Rumanía	2020T4	0,76
Galicia	Rumanía	2020T3	0,47
Galicia	Rumanía	2020T2	.
Galicia	Rumanía	2020T1	0,53
Galicia	Rumanía	2019T4	0,45
Galicia	Rumanía	2019T3	0,28
Galicia	Rumanía	2019T2	0,29
Galicia	Rumanía	2019T1	0,40
Galicia	Rumanía	2018T4	0,31
Galicia	Rumanía	2018T3	0,21
Galicia	Rumanía	2018T2	0,33
Galicia	Rumanía	2018T1	0,47
Galicia	Rusia	2022T1	0,61
Galicia	Rusia	2021T4	0,47
Galicia	Rusia	2021T3	0,31
Galicia	Rusia	2021T2	0,49
Galicia	Rusia	2021T1	0,73
Galicia	Rusia	2020T4	0,46
Galicia	Rusia	2020T3	0,41
Galicia	Rusia	2020T2	.
Galicia	Rusia	2020T1	0,72
Galicia	Rusia	2019T4	0,72
Galicia	Rusia	2019T3	0,60
Galicia	Rusia	2019T2	0,68
Galicia	Rusia	2019T1	0,48
Galicia	Rusia	2018T4	0,55
Galicia	Rusia	2018T3	0,49
Galicia	Rusia	2018T2	0,66
Galicia	Rusia	2018T1	0,53
Galicia	Suecia	2022T1	0,46
Galicia	Suecia	2021T4	0,68
Galicia	Suecia	2021T3	0,60
Galicia	Suecia	2021T2	0,50
Galicia	Suecia	2021T1	0,44
Galicia	Suecia	2020T4	0,40
Galicia	Suecia	2020T3	0,39
Galicia	Suecia	2020T2	.
Galicia	Suecia	2020T1	0,49
Galicia	Suecia	2019T4	0,62
Galicia	Suecia	2019T3	0,68
Galicia	Suecia	2019T2	0,64
Galicia	Suecia	2019T1	0,47
Galicia	Suecia	2018T4	0,58
Galicia	Suecia	2018T3	0,63
Galicia	Suecia	2018T2	0,62
Galicia	Suecia	2018T1	0,42
Galicia	Suiza	2022T1	5,22
Galicia	Suiza	2021T4	5,49
Galicia	Suiza	2021T3	8,59
Galicia	Suiza	2021T2	6,17
Galicia	Suiza	2021T1	7,39
Galicia	Suiza	2020T4	5,43
Galicia	Suiza	2020T3	7,37
Galicia	Suiza	2020T2	.
Galicia	Suiza	2020T1	6,23
Galicia	Suiza	2019T4	5,31
Galicia	Suiza	2019T3	6,27
Galicia	Suiza	2019T2	4,23
Galicia	Suiza	2019T1	5,62
Galicia	Suiza	2018T4	4,97
Galicia	Suiza	2018T3	6,51
Galicia	Suiza	2018T2	4,75
Galicia	Suiza	2018T1	6,66
Galicia	Otros Países Europeos	2022T1	3,01
Galicia	Otros Países Europeos	2021T4	3,21
Galicia	Otros Países Europeos	2021T3	2,76
Galicia	Otros Países Europeos	2021T2	3,50
Galicia	Otros Países Europeos	2021T1	3,82
Galicia	Otros Países Europeos	2020T4	2,67
Galicia	Otros Países Europeos	2020T3	2,14
Galicia	Otros Países Europeos	2020T2	.
Galicia	Otros Países Europeos	2020T1	2,20
Galicia	Otros Países Europeos	2019T4	2,20
Galicia	Otros Países Europeos	2019T3	1,93
Galicia	Otros Países Europeos	2019T2	2,06
Galicia	Otros Países Europeos	2019T1	1,71
Galicia	Otros Países Europeos	2018T4	1,80
Galicia	Otros Países Europeos	2018T3	1,69
Galicia	Otros Países Europeos	2018T2	1,94
Galicia	Otros Países Europeos	2018T1	1,72
Galicia	Argentina	2022T1	1,06
Galicia	Argentina	2021T4	0,75
Galicia	Argentina	2021T3	0,36
Galicia	Argentina	2021T2	0,42
Galicia	Argentina	2021T1	0,76
Galicia	Argentina	2020T4	0,79
Galicia	Argentina	2020T3	0,52
Galicia	Argentina	2020T2	.
Galicia	Argentina	2020T1	0,70
Galicia	Argentina	2019T4	1,24
Galicia	Argentina	2019T3	1,12
Galicia	Argentina	2019T2	1,52
Galicia	Argentina	2019T1	1,37
Galicia	Argentina	2018T4	1,28
Galicia	Argentina	2018T3	1,29
Galicia	Argentina	2018T2	2,32
Galicia	Argentina	2018T1	2,59
Galicia	Brasil	2022T1	1,03
Galicia	Brasil	2021T4	0,89
Galicia	Brasil	2021T3	0,45
Galicia	Brasil	2021T2	0,70
Galicia	Brasil	2021T1	1,04
Galicia	Brasil	2020T4	0,98
Galicia	Brasil	2020T3	0,57
Galicia	Brasil	2020T2	.
Galicia	Brasil	2020T1	1,79
Galicia	Brasil	2019T4	1,54
Galicia	Brasil	2019T3	1,08
Galicia	Brasil	2019T2	1,56
Galicia	Brasil	2019T1	2,05
Galicia	Brasil	2018T4	1,65
Galicia	Brasil	2018T3	1,01
Galicia	Brasil	2018T2	1,63
Galicia	Brasil	2018T1	2,16
Galicia	Canadá	2022T1	0,52
Galicia	Canadá	2021T4	0,60
Galicia	Canadá	2021T3	0,31
Galicia	Canadá	2021T2	0,37
Galicia	Canadá	2021T1	0,40
Galicia	Canadá	2020T4	0,52
Galicia	Canadá	2020T3	0,30
Galicia	Canadá	2020T2	.
Galicia	Canadá	2020T1	0,49
Galicia	Canadá	2019T4	1,08
Galicia	Canadá	2019T3	0,70
Galicia	Canadá	2019T2	1,10
Galicia	Canadá	2019T1	0,49
Galicia	Canadá	2018T4	1,17
Galicia	Canadá	2018T3	0,75
Galicia	Canadá	2018T2	1,05
Galicia	Canadá	2018T1	0,43
Galicia	Chile	2022T1	0,70
Galicia	Chile	2021T4	0,61
Galicia	Chile	2021T3	0,47
Galicia	Chile	2021T2	0,40
Galicia	Chile	2021T1	0,52
Galicia	Chile	2020T4	0,45
Galicia	Chile	2020T3	0,29
Galicia	Chile	2020T2	.
Galicia	Chile	2020T1	0,59
Galicia	Chile	2019T4	0,47
Galicia	Chile	2019T3	0,42
Galicia	Chile	2019T2	0,43
Galicia	Chile	2019T1	0,58
Galicia	Chile	2018T4	0,45
Galicia	Chile	2018T3	0,37
Galicia	Chile	2018T2	0,47
Galicia	Chile	2018T1	0,64
Galicia	Colombia	2022T1	0,56
Galicia	Colombia	2021T4	0,54
Galicia	Colombia	2021T3	0,28
Galicia	Colombia	2021T2	0,32
Galicia	Colombia	2021T1	0,46
Galicia	Colombia	2020T4	0,38
Galicia	Colombia	2020T3	0,20
Galicia	Colombia	2020T2	.
Galicia	Colombia	2020T1	0,39
Galicia	Colombia	2019T4	0,37
Galicia	Colombia	2019T3	0,24
Galicia	Colombia	2019T2	0,35
Galicia	Colombia	2019T1	0,44
Galicia	Colombia	2018T4	0,35
Galicia	Colombia	2018T3	0,30
Galicia	Colombia	2018T2	0,43
Galicia	Colombia	2018T1	0,40
Galicia	Estados Unidos de América	2022T1	10,05
Galicia	Estados Unidos de América	2021T4	11,14
Galicia	Estados Unidos de América	2021T3	10,39
Galicia	Estados Unidos de América	2021T2	13,17
Galicia	Estados Unidos de América	2021T1	12,11
Galicia	Estados Unidos de América	2020T4	9,84
Galicia	Estados Unidos de América	2020T3	7,46
Galicia	Estados Unidos de América	2020T2	.
Galicia	Estados Unidos de América	2020T1	9,82
Galicia	Estados Unidos de América	2019T4	12,12
Galicia	Estados Unidos de América	2019T3	10,80
Galicia	Estados Unidos de América	2019T2	12,50
Galicia	Estados Unidos de América	2019T1	10,16
Galicia	Estados Unidos de América	2018T4	12,04
Galicia	Estados Unidos de América	2018T3	10,78
Galicia	Estados Unidos de América	2018T2	12,21
Galicia	Estados Unidos de América	2018T1	9,20
Galicia	México	2022T1	4,63
Galicia	México	2021T4	4,30
Galicia	México	2021T3	4,11
Galicia	México	2021T2	5,13
Galicia	México	2021T1	7,02
Galicia	México	2020T4	5,71
Galicia	México	2020T3	3,47
Galicia	México	2020T2	.
Galicia	México	2020T1	5,38
Galicia	México	2019T4	4,80
Galicia	México	2019T3	4,08
Galicia	México	2019T2	3,75
Galicia	México	2019T1	4,78
Galicia	México	2018T4	4,58
Galicia	México	2018T3	3,84
Galicia	México	2018T2	3,33
Galicia	México	2018T1	4,61
Galicia	Resto de América	2022T1	3,77
Galicia	Resto de América	2021T4	3,73
Galicia	Resto de América	2021T3	2,92
Galicia	Resto de América	2021T2	2,92
Galicia	Resto de América	2021T1	4,35
Galicia	Resto de América	2020T4	3,78
Galicia	Resto de América	2020T3	2,55
Galicia	Resto de América	2020T2	.
Galicia	Resto de América	2020T1	4,60
Galicia	Resto de América	2019T4	3,45
Galicia	Resto de América	2019T3	2,50
Galicia	Resto de América	2019T2	2,80
Galicia	Resto de América	2019T1	3,73
Galicia	Resto de América	2018T4	3,19
Galicia	Resto de América	2018T3	2,27
Galicia	Resto de América	2018T2	2,94
Galicia	Resto de América	2018T1	4,09
Galicia	Australia	2022T1	0,22
Galicia	Australia	2021T4	0,15
Galicia	Australia	2021T3	0,07
Galicia	Australia	2021T2	0,07
Galicia	Australia	2021T1	0,12
Galicia	Australia	2020T4	0,12
Galicia	Australia	2020T3	0,13
Galicia	Australia	2020T2	.
Galicia	Australia	2020T1	0,40
Galicia	Australia	2019T4	1,19
Galicia	Australia	2019T3	0,92
Galicia	Australia	2019T2	1,57
Galicia	Australia	2019T1	0,37
Galicia	Australia	2018T4	1,30
Galicia	Australia	2018T3	0,99
Galicia	Australia	2018T2	1,55
Galicia	Australia	2018T1	0,35
Galicia	China	2022T1	0,48
Galicia	China	2021T4	0,26
Galicia	China	2021T3	0,15
Galicia	China	2021T2	0,29
Galicia	China	2021T1	0,91
Galicia	China	2020T4	0,46
Galicia	China	2020T3	0,36
Galicia	China	2020T2	.
Galicia	China	2020T1	0,81
Galicia	China	2019T4	0,52
Galicia	China	2019T3	0,37
Galicia	China	2019T2	0,51
Galicia	China	2019T1	1,02
Galicia	China	2018T4	0,98
Galicia	China	2018T3	0,48
Galicia	China	2018T2	0,76
Galicia	China	2018T1	1,70
Galicia	Corea	2022T1	0,13
Galicia	Corea	2021T4	0,11
Galicia	Corea	2021T3	0,03
Galicia	Corea	2021T2	0,04
Galicia	Corea	2021T1	0,05
Galicia	Corea	2020T4	0,05
Galicia	Corea	2020T3	0,02
Galicia	Corea	2020T2	.
Galicia	Corea	2020T1	0,40
Galicia	Corea	2019T4	0,65
Galicia	Corea	2019T3	0,27
Galicia	Corea	2019T2	0,57
Galicia	Corea	2019T1	0,33
Galicia	Corea	2018T4	0,51
Galicia	Corea	2018T3	0,21
Galicia	Corea	2018T2	0,54
Galicia	Corea	2018T1	0,36
Galicia	Emiratos Árabes Unidos	2022T1	0,16
Galicia	Emiratos Árabes Unidos	2021T4	0,29
Galicia	Emiratos Árabes Unidos	2021T3	0,32
Galicia	Emiratos Árabes Unidos	2021T2	0,27
Galicia	Emiratos Árabes Unidos	2021T1	0,27
Galicia	Emiratos Árabes Unidos	2020T4	0,20
Galicia	Emiratos Árabes Unidos	2020T3	0,32
Galicia	Emiratos Árabes Unidos	2020T2	.
Galicia	Emiratos Árabes Unidos	2020T1	0,19
Galicia	Emiratos Árabes Unidos	2019T4	0,16
Galicia	Emiratos Árabes Unidos	2019T3	0,24
Galicia	Emiratos Árabes Unidos	2019T2	0,16
Galicia	Emiratos Árabes Unidos	2019T1	0,23
Galicia	Emiratos Árabes Unidos	2018T4	0,23
Galicia	Emiratos Árabes Unidos	2018T3	0,30
Galicia	Emiratos Árabes Unidos	2018T2	0,21
Galicia	Emiratos Árabes Unidos	2018T1	0,49
Galicia	Japón	2022T1	0,11
Galicia	Japón	2021T4	0,10
Galicia	Japón	2021T3	0,05
Galicia	Japón	2021T2	0,04
Galicia	Japón	2021T1	0,06
Galicia	Japón	2020T4	0,07
Galicia	Japón	2020T3	0,04
Galicia	Japón	2020T2	.
Galicia	Japón	2020T1	0,31
Galicia	Japón	2019T4	0,35
Galicia	Japón	2019T3	0,26
Galicia	Japón	2019T2	0,36
Galicia	Japón	2019T1	0,26
Galicia	Japón	2018T4	0,31
Galicia	Japón	2018T3	0,22
Galicia	Japón	2018T2	0,40
Galicia	Japón	2018T1	0,25
Galicia	Turquía	2022T1	0,22
Galicia	Turquía	2021T4	0,27
Galicia	Turquía	2021T3	0,08
Galicia	Turquía	2021T2	0,16
Galicia	Turquía	2021T1	0,26
Galicia	Turquía	2020T4	0,16
Galicia	Turquía	2020T3	0,07
Galicia	Turquía	2020T2	.
Galicia	Turquía	2020T1	0,36
Galicia	Turquía	2019T4	0,40
Galicia	Turquía	2019T3	0,14
Galicia	Turquía	2019T2	0,22
Galicia	Turquía	2019T1	0,36
Galicia	Turquía	2018T4	0,28
Galicia	Turquía	2018T3	0,11
Galicia	Turquía	2018T2	0,22
Galicia	Turquía	2018T1	0,37
Galicia	Resto del mundo	2022T1	1,89
Galicia	Resto del mundo	2021T4	1,64
Galicia	Resto del mundo	2021T3	1,08
Galicia	Resto del mundo	2021T2	1,84
Galicia	Resto del mundo	2021T1	2,59
Galicia	Resto del mundo	2020T4	2,71
Galicia	Resto del mundo	2020T3	1,56
Galicia	Resto del mundo	2020T2	.
Galicia	Resto del mundo	2020T1	2,18
Galicia	Resto del mundo	2019T4	2,20
Galicia	Resto del mundo	2019T3	1,55
Galicia	Resto del mundo	2019T2	2,21
Galicia	Resto del mundo	2019T1	1,98
Galicia	Resto del mundo	2018T4	2,40
Galicia	Resto del mundo	2018T3	1,64
Galicia	Resto del mundo	2018T2	1,87
Galicia	Resto del mundo	2018T1	1,93
