Comunidades y Ciudades Autónomas de destino	País de residencia	Periodo	Total
Galicia	Austria	2018T2	107,01
Galicia	Austria	2018T1	78,03
Galicia	Bélgica	2022T1	53,02
Galicia	Bélgica	2021T4	53,66
Galicia	Bélgica	2021T3	61,08
Galicia	Bélgica	2021T2	67,24
Galicia	Bélgica	2021T1	50,58
Galicia	Bélgica	2020T4	66,45
Galicia	Bélgica	2020T3	54,66
Galicia	Bélgica	2020T2	.
Galicia	Bélgica	2020T1	61,00
Galicia	Bélgica	2019T4	70,68
Galicia	Bélgica	2019T3	73,27
Galicia	Bélgica	2019T2	85,69
Galicia	Bélgica	2019T1	65,88
Galicia	Bélgica	2018T4	77,89
Galicia	Bélgica	2018T3	66,78
Galicia	Bélgica	2018T2	79,72
Galicia	Bélgica	2018T1	77,06
Galicia	Dinamarca	2022T1	38,14
Galicia	Dinamarca	2021T4	43,90
Galicia	Dinamarca	2021T3	48,25
Galicia	Dinamarca	2021T2	57,28
Galicia	Dinamarca	2021T1	31,87
Galicia	Dinamarca	2020T4	45,02
Galicia	Dinamarca	2020T3	46,08
Galicia	Dinamarca	2020T2	.
Galicia	Dinamarca	2020T1	53,45
Galicia	Dinamarca	2019T4	63,30
Galicia	Dinamarca	2019T3	60,69
Galicia	Dinamarca	2019T2	69,77
Galicia	Dinamarca	2019T1	55,91
Galicia	Dinamarca	2018T4	64,27
Galicia	Dinamarca	2018T3	54,85
Galicia	Dinamarca	2018T2	67,32
Galicia	Dinamarca	2018T1	66,54
Galicia	Finlandia	2022T1	35,78
Galicia	Finlandia	2021T4	43,13
Galicia	Finlandia	2021T3	41,90
Galicia	Finlandia	2021T2	52,75
Galicia	Finlandia	2021T1	31,49
Galicia	Finlandia	2020T4	28,20
Galicia	Finlandia	2020T3	32,39
Galicia	Finlandia	2020T2	.
Galicia	Finlandia	2020T1	46,19
Galicia	Finlandia	2019T4	54,79
Galicia	Finlandia	2019T3	51,95
Galicia	Finlandia	2019T2	62,54
Galicia	Finlandia	2019T1	42,94
Galicia	Finlandia	2018T4	55,76
Galicia	Finlandia	2018T3	48,55
Galicia	Finlandia	2018T2	59,27
Galicia	Finlandia	2018T1	51,55
Galicia	Francia	2022T1	56,39
Galicia	Francia	2021T4	55,31
Galicia	Francia	2021T3	58,82
Galicia	Francia	2021T2	65,89
Galicia	Francia	2021T1	48,49
Galicia	Francia	2020T4	56,67
Galicia	Francia	2020T3	52,54
Galicia	Francia	2020T2	.
Galicia	Francia	2020T1	60,87
Galicia	Francia	2019T4	67,97
Galicia	Francia	2019T3	62,66
Galicia	Francia	2019T2	73,32
Galicia	Francia	2019T1	54,37
Galicia	Francia	2018T4	62,93
Galicia	Francia	2018T3	55,47
Galicia	Francia	2018T2	63,63
Galicia	Francia	2018T1	60,31
Galicia	Irlanda	2022T1	39,99
Galicia	Irlanda	2021T4	43,54
Galicia	Irlanda	2021T3	47,62
Galicia	Irlanda	2021T2	42,12
Galicia	Irlanda	2021T1	28,17
Galicia	Irlanda	2020T4	32,50
Galicia	Irlanda	2020T3	36,13
Galicia	Irlanda	2020T2	.
Galicia	Irlanda	2020T1	40,72
Galicia	Irlanda	2019T4	52,88
Galicia	Irlanda	2019T3	67,40
Galicia	Irlanda	2019T2	74,89
Galicia	Irlanda	2019T1	42,60
Galicia	Irlanda	2018T4	64,15
Galicia	Irlanda	2018T3	69,92
Galicia	Irlanda	2018T2	79,38
Galicia	Irlanda	2018T1	66,33
Galicia	Italia	2022T1	34,66
Galicia	Italia	2021T4	36,95
Galicia	Italia	2021T3	41,10
Galicia	Italia	2021T2	45,76
Galicia	Italia	2021T1	35,27
Galicia	Italia	2020T4	45,02
Galicia	Italia	2020T3	42,95
Galicia	Italia	2020T2	.
Galicia	Italia	2020T1	48,36
Galicia	Italia	2019T4	57,20
Galicia	Italia	2019T3	61,10
Galicia	Italia	2019T2	68,86
Galicia	Italia	2019T1	49,25
Galicia	Italia	2018T4	59,77
Galicia	Italia	2018T3	57,27
Galicia	Italia	2018T2	68,64
Galicia	Italia	2018T1	60,89
Galicia	Noruega	2022T1	56,84
Galicia	Noruega	2021T4	57,12
Galicia	Noruega	2021T3	63,50
Galicia	Noruega	2021T2	79,07
Galicia	Noruega	2021T1	59,55
Galicia	Noruega	2020T4	73,98
Galicia	Noruega	2020T3	54,56
Galicia	Noruega	2020T2	.
Galicia	Noruega	2020T1	56,02
Galicia	Noruega	2019T4	74,28
Galicia	Noruega	2019T3	72,08
Galicia	Noruega	2019T2	89,90
Galicia	Noruega	2019T1	73,67
Galicia	Noruega	2018T4	76,08
Galicia	Noruega	2018T3	65,62
Galicia	Noruega	2018T2	80,20
Galicia	Noruega	2018T1	86,12
Galicia	Países Bajos	2022T1	42,02
Galicia	Países Bajos	2021T4	45,07
Galicia	Países Bajos	2021T3	48,78
Galicia	Países Bajos	2021T2	55,58
Galicia	Países Bajos	2021T1	39,79
Galicia	Países Bajos	2020T4	48,64
Galicia	Países Bajos	2020T3	44,75
Galicia	Países Bajos	2020T2	.
Galicia	Países Bajos	2020T1	52,50
Galicia	Países Bajos	2019T4	63,64
Galicia	Países Bajos	2019T3	65,06
Galicia	Países Bajos	2019T2	77,95
Galicia	Países Bajos	2019T1	52,32
Galicia	Países Bajos	2018T4	64,29
Galicia	Países Bajos	2018T3	60,66
Galicia	Países Bajos	2018T2	72,43
Galicia	Países Bajos	2018T1	66,80
Galicia	Polonia	2022T1	27,66
Galicia	Polonia	2021T4	28,03
Galicia	Polonia	2021T3	31,90
Galicia	Polonia	2021T2	36,27
Galicia	Polonia	2021T1	23,86
Galicia	Polonia	2020T4	29,28
Galicia	Polonia	2020T3	26,79
Galicia	Polonia	2020T2	.
Galicia	Polonia	2020T1	31,51
Galicia	Polonia	2019T4	34,33
Galicia	Polonia	2019T3	41,87
Galicia	Polonia	2019T2	46,10
Galicia	Polonia	2019T1	35,87
Galicia	Polonia	2018T4	36,14
Galicia	Polonia	2018T3	38,55
Galicia	Polonia	2018T2	44,35
Galicia	Polonia	2018T1	44,22
Galicia	Portugal	2022T1	69,17
Galicia	Portugal	2021T4	63,13
Galicia	Portugal	2021T3	58,12
Galicia	Portugal	2021T2	65,56
Galicia	Portugal	2021T1	45,13
Galicia	Portugal	2020T4	53,55
Galicia	Portugal	2020T3	47,89
Galicia	Portugal	2020T2	.
Galicia	Portugal	2020T1	59,04
Galicia	Portugal	2019T4	64,24
Galicia	Portugal	2019T3	59,02
Galicia	Portugal	2019T2	68,31
Galicia	Portugal	2019T1	52,73
Galicia	Portugal	2018T4	58,32
Galicia	Portugal	2018T3	51,44
Galicia	Portugal	2018T2	58,85
Galicia	Portugal	2018T1	57,96
Galicia	Reino Unido	2022T1	48,77
Galicia	Reino Unido	2021T4	48,38
Galicia	Reino Unido	2021T3	50,90
Galicia	Reino Unido	2021T2	58,07
Galicia	Reino Unido	2021T1	42,31
Galicia	Reino Unido	2020T4	52,48
Galicia	Reino Unido	2020T3	43,23
Galicia	Reino Unido	2020T2	.
Galicia	Reino Unido	2020T1	56,50
Galicia	Reino Unido	2019T4	65,69
Galicia	Reino Unido	2019T3	65,83
Galicia	Reino Unido	2019T2	74,82
Galicia	Reino Unido	2019T1	52,88
Galicia	Reino Unido	2018T4	68,18
Galicia	Reino Unido	2018T3	66,53
Galicia	Reino Unido	2018T2	72,32
Galicia	Reino Unido	2018T1	68,47
Galicia	Rumanía	2022T1	37,74
Galicia	Rumanía	2021T4	39,18
Galicia	Rumanía	2021T3	40,80
Galicia	Rumanía	2021T2	47,51
Galicia	Rumanía	2021T1	29,01
Galicia	Rumanía	2020T4	40,18
Galicia	Rumanía	2020T3	35,91
Galicia	Rumanía	2020T2	.
Galicia	Rumanía	2020T1	46,31
Galicia	Rumanía	2019T4	52,90
Galicia	Rumanía	2019T3	54,64
Galicia	Rumanía	2019T2	53,35
Galicia	Rumanía	2019T1	46,00
Galicia	Rumanía	2018T4	56,45
Galicia	Rumanía	2018T3	52,27
Galicia	Rumanía	2018T2	50,76
Galicia	Rumanía	2018T1	55,02
Galicia	Rusia	2022T1	66,27
Galicia	Rusia	2021T4	49,65
Galicia	Rusia	2021T3	48,07
Galicia	Rusia	2021T2	56,66
Galicia	Rusia	2021T1	41,89
Galicia	Rusia	2020T4	50,40
Galicia	Rusia	2020T3	44,08
Galicia	Rusia	2020T2	.
Galicia	Rusia	2020T1	49,90
Galicia	Rusia	2019T4	51,35
Galicia	Rusia	2019T3	46,83
Galicia	Rusia	2019T2	51,99
Galicia	Rusia	2019T1	39,63
Galicia	Rusia	2018T4	48,64
Galicia	Rusia	2018T3	45,44
Galicia	Rusia	2018T2	57,12
Galicia	Rusia	2018T1	58,48
Galicia	Suecia	2022T1	46,54
Galicia	Suecia	2021T4	49,87
Galicia	Suecia	2021T3	51,70
Galicia	Suecia	2021T2	58,09
Galicia	Suecia	2021T1	36,89
Galicia	Suecia	2020T4	36,52
Galicia	Suecia	2020T3	43,49
Galicia	Suecia	2020T2	.
Galicia	Suecia	2020T1	51,36
Galicia	Suecia	2019T4	59,83
Galicia	Suecia	2019T3	58,16
Galicia	Suecia	2019T2	65,08
Galicia	Suecia	2019T1	47,87
Galicia	Suecia	2018T4	58,11
Galicia	Suecia	2018T3	53,97
Galicia	Suecia	2018T2	59,64
Galicia	Suecia	2018T1	51,47
Galicia	Suiza	2022T1	118,27
Galicia	Suiza	2021T4	110,96
Galicia	Suiza	2021T3	101,48
Galicia	Suiza	2021T2	133,11
Galicia	Suiza	2021T1	120,38
Galicia	Suiza	2020T4	152,80
Galicia	Suiza	2020T3	101,77
Galicia	Suiza	2020T2	.
Galicia	Suiza	2020T1	132,71
Galicia	Suiza	2019T4	138,21
Galicia	Suiza	2019T3	118,72
Galicia	Suiza	2019T2	139,81
Galicia	Suiza	2019T1	124,08
Galicia	Suiza	2018T4	132,40
Galicia	Suiza	2018T3	107,07
Galicia	Suiza	2018T2	133,58
Galicia	Suiza	2018T1	146,89
Galicia	Otros Países Europeos	2022T1	41,40
Galicia	Otros Países Europeos	2021T4	41,93
Galicia	Otros Países Europeos	2021T3	44,92
Galicia	Otros Países Europeos	2021T2	64,53
Galicia	Otros Países Europeos	2021T1	40,04
Galicia	Otros Países Europeos	2020T4	48,08
Galicia	Otros Países Europeos	2020T3	43,85
Galicia	Otros Países Europeos	2020T2	.
Galicia	Otros Países Europeos	2020T1	53,24
Galicia	Otros Países Europeos	2019T4	54,57
Galicia	Otros Países Europeos	2019T3	51,98
Galicia	Otros Países Europeos	2019T2	60,01
Galicia	Otros Países Europeos	2019T1	47,75
Galicia	Otros Países Europeos	2018T4	54,35
Galicia	Otros Países Europeos	2018T3	50,36
Galicia	Otros Países Europeos	2018T2	58,36
Galicia	Otros Países Europeos	2018T1	60,15
Galicia	Argentina	2022T1	41,02
Galicia	Argentina	2021T4	40,53
Galicia	Argentina	2021T3	37,80
Galicia	Argentina	2021T2	41,06
Galicia	Argentina	2021T1	26,90
Galicia	Argentina	2020T4	35,03
Galicia	Argentina	2020T3	30,78
Galicia	Argentina	2020T2	.
Galicia	Argentina	2020T1	36,70
Galicia	Argentina	2019T4	47,91
Galicia	Argentina	2019T3	48,67
Galicia	Argentina	2019T2	55,60
Galicia	Argentina	2019T1	41,56
Galicia	Argentina	2018T4	49,52
Galicia	Argentina	2018T3	45,84
Galicia	Argentina	2018T2	56,08
Galicia	Argentina	2018T1	61,20
Galicia	Brasil	2022T1	73,79
Galicia	Brasil	2021T4	71,26
Galicia	Brasil	2021T3	79,96
Galicia	Brasil	2021T2	93,16
Galicia	Brasil	2021T1	57,65
Galicia	Brasil	2020T4	77,50
Galicia	Brasil	2020T3	57,35
Galicia	Brasil	2020T2	.
Galicia	Brasil	2020T1	70,44
Galicia	Brasil	2019T4	80,26
Galicia	Brasil	2019T3	73,49
Galicia	Brasil	2019T2	84,08
Galicia	Brasil	2019T1	69,32
Galicia	Brasil	2018T4	72,16
Galicia	Brasil	2018T3	59,38
Galicia	Brasil	2018T2	71,06
Galicia	Brasil	2018T1	74,54
Galicia	Canadá	2022T1	101,48
Galicia	Canadá	2021T4	80,25
Galicia	Canadá	2021T3	79,94
Galicia	Canadá	2021T2	154,66
Galicia	Canadá	2021T1	99,44
Galicia	Canadá	2020T4	117,88
Galicia	Canadá	2020T3	82,18
Galicia	Canadá	2020T2	.
Galicia	Canadá	2020T1	93,97
Galicia	Canadá	2019T4	86,17
Galicia	Canadá	2019T3	71,46
Galicia	Canadá	2019T2	87,64
Galicia	Canadá	2019T1	79,36
Galicia	Canadá	2018T4	81,79
Galicia	Canadá	2018T3	67,01
Galicia	Canadá	2018T2	82,39
Galicia	Canadá	2018T1	102,92
Galicia	Chile	2022T1	49,51
Galicia	Chile	2021T4	56,31
Galicia	Chile	2021T3	67,11
Galicia	Chile	2021T2	86,31
Galicia	Chile	2021T1	55,22
Galicia	Chile	2020T4	70,62
Galicia	Chile	2020T3	60,62
Galicia	Chile	2020T2	.
Galicia	Chile	2020T1	62,23
Galicia	Chile	2019T4	74,49
Galicia	Chile	2019T3	79,49
Galicia	Chile	2019T2	88,12
Galicia	Chile	2019T1	74,09
Galicia	Chile	2018T4	91,76
Galicia	Chile	2018T3	79,07
Galicia	Chile	2018T2	94,81
Galicia	Chile	2018T1	104,39
Galicia	Colombia	2022T1	58,86
Galicia	Colombia	2021T4	62,77
Galicia	Colombia	2021T3	85,61
Galicia	Colombia	2021T2	90,41
Galicia	Colombia	2021T1	75,73
Galicia	Colombia	2020T4	100,36
Galicia	Colombia	2020T3	72,02
Galicia	Colombia	2020T2	.
Galicia	Colombia	2020T1	85,72
Galicia	Colombia	2019T4	88,57
Galicia	Colombia	2019T3	96,69
Galicia	Colombia	2019T2	97,75
Galicia	Colombia	2019T1	110,00
Galicia	Colombia	2018T4	99,35
Galicia	Colombia	2018T3	88,25
Galicia	Colombia	2018T2	101,11
Galicia	Colombia	2018T1	113,53
Galicia	Estados Unidos de América	2022T1	90,58
Galicia	Estados Unidos de América	2021T4	81,83
Galicia	Estados Unidos de América	2021T3	85,68
Galicia	Estados Unidos de América	2021T2	147,24
Galicia	Estados Unidos de América	2021T1	73,96
Galicia	Estados Unidos de América	2020T4	86,08
Galicia	Estados Unidos de América	2020T3	80,21
Galicia	Estados Unidos de América	2020T2	.
Galicia	Estados Unidos de América	2020T1	89,43
Galicia	Estados Unidos de América	2019T4	92,12
Galicia	Estados Unidos de América	2019T3	89,30
Galicia	Estados Unidos de América	2019T2	101,43
Galicia	Estados Unidos de América	2019T1	91,91
Galicia	Estados Unidos de América	2018T4	88,98
Galicia	Estados Unidos de América	2018T3	81,85
Galicia	Estados Unidos de América	2018T2	89,56
Galicia	Estados Unidos de América	2018T1	97,69
Galicia	México	2022T1	123,01
Galicia	México	2021T4	118,87
Galicia	México	2021T3	124,60
Galicia	México	2021T2	155,13
Galicia	México	2021T1	106,83
Galicia	México	2020T4	143,37
Galicia	México	2020T3	105,24
Galicia	México	2020T2	.
Galicia	México	2020T1	106,49
Galicia	México	2019T4	123,36
Galicia	México	2019T3	123,64
Galicia	México	2019T2	132,05
Galicia	México	2019T1	102,89
Galicia	México	2018T4	120,52
Galicia	México	2018T3	108,28
Galicia	México	2018T2	110,02
Galicia	México	2018T1	109,84
Galicia	Resto de América	2022T1	78,40
Galicia	Resto de América	2021T4	79,58
Galicia	Resto de América	2021T3	91,23
Galicia	Resto de América	2021T2	100,09
Galicia	Resto de América	2021T1	63,66
Galicia	Resto de América	2020T4	80,21
Galicia	Resto de América	2020T3	76,77
Galicia	Resto de América	2020T2	.
Galicia	Resto de América	2020T1	91,63
Galicia	Resto de América	2019T4	97,27
Galicia	Resto de América	2019T3	90,72
Galicia	Resto de América	2019T2	103,27
Galicia	Resto de América	2019T1	85,38
Galicia	Resto de América	2018T4	95,80
Galicia	Resto de América	2018T3	78,25
Galicia	Resto de América	2018T2	106,35
Galicia	Resto de América	2018T1	112,34
Galicia	Australia	2022T1	70,06
Galicia	Australia	2021T4	67,17
Galicia	Australia	2021T3	54,35
Galicia	Australia	2021T2	50,32
Galicia	Australia	2021T1	40,61
Galicia	Australia	2020T4	40,30
Galicia	Australia	2020T3	43,23
Galicia	Australia	2020T2	.
Galicia	Australia	2020T1	67,09
Galicia	Australia	2019T4	86,92
Galicia	Australia	2019T3	79,29
Galicia	Australia	2019T2	102,45
Galicia	Australia	2019T1	73,93
Galicia	Australia	2018T4	89,57
Galicia	Australia	2018T3	76,42
Galicia	Australia	2018T2	95,96
Galicia	Australia	2018T1	85,77
Galicia	China	2022T1	166,99
Galicia	China	2021T4	115,33
Galicia	China	2021T3	111,11
Galicia	China	2021T2	129,69
Galicia	China	2021T1	170,31
Galicia	China	2020T4	120,62
Galicia	China	2020T3	101,62
Galicia	China	2020T2	.
Galicia	China	2020T1	100,15
Galicia	China	2019T4	89,32
Galicia	China	2019T3	118,48
Galicia	China	2019T2	129,12
Galicia	China	2019T1	117,72
Galicia	China	2018T4	157,69
Galicia	China	2018T3	162,69
Galicia	China	2018T2	150,31
Galicia	China	2018T1	214,16
Galicia	Corea	2022T1	43,50
Galicia	Corea	2021T4	52,34
Galicia	Corea	2021T3	61,37
Galicia	Corea	2021T2	74,95
Galicia	Corea	2021T1	79,84
Galicia	Corea	2020T4	70,96
Galicia	Corea	2020T3	38,30
Galicia	Corea	2020T2	.
Galicia	Corea	2020T1	49,76
Galicia	Corea	2019T4	79,38
Galicia	Corea	2019T3	65,42
Galicia	Corea	2019T2	89,02
Galicia	Corea	2019T1	51,84
Galicia	Corea	2018T4	75,68
Galicia	Corea	2018T3	68,45
Galicia	Corea	2018T2	91,48
Galicia	Corea	2018T1	71,21
Galicia	Emiratos Árabes Unidos	2022T1	84,40
Galicia	Emiratos Árabes Unidos	2021T4	130,39
Galicia	Emiratos Árabes Unidos	2021T3	101,48
Galicia	Emiratos Árabes Unidos	2021T2	216,16
Galicia	Emiratos Árabes Unidos	2021T1	175,13
Galicia	Emiratos Árabes Unidos	2020T4	100,20
Galicia	Emiratos Árabes Unidos	2020T3	99,96
Galicia	Emiratos Árabes Unidos	2020T2	.
Galicia	Emiratos Árabes Unidos	2020T1	110,87
Galicia	Emiratos Árabes Unidos	2019T4	117,05
Galicia	Emiratos Árabes Unidos	2019T3	103,62
Galicia	Emiratos Árabes Unidos	2019T2	130,92
Galicia	Emiratos Árabes Unidos	2019T1	161,35
Galicia	Emiratos Árabes Unidos	2018T4	212,43
Galicia	Emiratos Árabes Unidos	2018T3	134,19
Galicia	Emiratos Árabes Unidos	2018T2	170,06
Galicia	Emiratos Árabes Unidos	2018T1	299,11
Galicia	Japón	2022T1	36,34
Galicia	Japón	2021T4	44,16
Galicia	Japón	2021T3	53,34
Galicia	Japón	2021T2	65,17
Galicia	Japón	2021T1	45,08
Galicia	Japón	2020T4	65,96
Galicia	Japón	2020T3	50,03
Galicia	Japón	2020T2	.
Galicia	Japón	2020T1	54,77
Galicia	Japón	2019T4	67,78
Galicia	Japón	2019T3	71,93
Galicia	Japón	2019T2	78,98
Galicia	Japón	2019T1	50,23
Galicia	Japón	2018T4	62,32
Galicia	Japón	2018T3	60,80
Galicia	Japón	2018T2	90,00
Galicia	Japón	2018T1	59,11
Galicia	Turquía	2022T1	53,97
Galicia	Turquía	2021T4	59,36
Galicia	Turquía	2021T3	46,88
Galicia	Turquía	2021T2	47,73
Galicia	Turquía	2021T1	43,18
Galicia	Turquía	2020T4	65,15
Galicia	Turquía	2020T3	46,20
Galicia	Turquía	2020T2	.
Galicia	Turquía	2020T1	67,90
Galicia	Turquía	2019T4	94,74
Galicia	Turquía	2019T3	73,62
Galicia	Turquía	2019T2	89,23
Galicia	Turquía	2019T1	68,09
Galicia	Turquía	2018T4	85,03
Galicia	Turquía	2018T3	64,36
Galicia	Turquía	2018T2	68,24
Galicia	Turquía	2018T1	72,37
Galicia	Resto del mundo	2022T1	73,04
Galicia	Resto del mundo	2021T4	71,16
Galicia	Resto del mundo	2021T3	91,81
Galicia	Resto del mundo	2021T2	107,78
Galicia	Resto del mundo	2021T1	108,28
Galicia	Resto del mundo	2020T4	162,66
Galicia	Resto del mundo	2020T3	134,42
Galicia	Resto del mundo	2020T2	.
Galicia	Resto del mundo	2020T1	123,20
Galicia	Resto del mundo	2019T4	114,14
Galicia	Resto del mundo	2019T3	101,42
Galicia	Resto del mundo	2019T2	129,70
Galicia	Resto del mundo	2019T1	123,33
Galicia	Resto del mundo	2018T4	130,81
Galicia	Resto del mundo	2018T3	101,37
Galicia	Resto del mundo	2018T2	110,11
Galicia	Resto del mundo	2018T1	147,96
